line_id,order_id,order_date,month,customer_id,region,segment,channel,product,category,quantity,discount_pct,returned,gross_sales_cents,discount_cents,cogs_cents,net_revenue_cents,profit_cents
987,497,2025-12-13,2025-12,155,Central,Business,Store,Chair,Furniture,5,35,0,85000,29750,55000,55250,250
988,497,2025-12-13,2025-12,155,Central,Business,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
989,497,2025-12-13,2025-12,155,Central,Business,Store,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
990,498,2024-08-30,2024-08,183,Central,Consumer,Store,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
991,498,2024-08-30,2024-08,183,Central,Consumer,Store,Storage box,Office Supplies,5,10,0,13000,1300,6000,11700,5700
992,499,2024-04-25,2024-04,149,South,Business,Store,Desk,Furniture,4,0,0,112000,0,76000,112000,36000
993,499,2024-04-25,2024-04,149,South,Business,Store,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
994,499,2024-04-25,2024-04,149,South,Business,Store,Monitor,Technology,1,15,0,24000,3600,16000,20400,4400
995,500,2024-11-15,2024-11,157,West,Consumer,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
996,500,2024-11-15,2024-11,157,West,Consumer,Online,Desk,Furniture,4,15,0,112000,16800,76000,95200,19200
997,501,2024-10-28,2024-10,75,East,Consumer,Online,Storage box,Office Supplies,5,5,0,13000,650,6000,12350,6350
998,502,2025-07-31,2025-07,67,East,Business,Online,Keyboard,Technology,5,0,0,32500,0,16000,32500,16500
999,502,2025-07-31,2025-07,67,East,Business,Online,Notebook pack,Office Supplies,3,15,1,5400,810,0,0,0
1000,502,2025-07-31,2025-07,67,East,Business,Online,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1001,503,2024-03-19,2024-03,72,West,Business,Store,Notebook pack,Office Supplies,3,5,0,5400,270,2100,5130,3030
1002,504,2024-01-15,2024-01,190,Central,Business,Online,Chair,Furniture,4,15,0,68000,10200,44000,57800,13800
1003,504,2024-01-15,2024-01,190,Central,Business,Online,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1004,504,2024-01-15,2024-01,190,Central,Business,Online,Storage box,Office Supplies,5,0,0,13000,0,6000,13000,7000
1005,505,2024-03-27,2024-03,38,East,Consumer,Online,Keyboard,Technology,2,10,0,13000,1300,6400,11700,5300
1006,505,2024-03-27,2024-03,38,East,Consumer,Online,Storage box,Office Supplies,2,0,0,5200,0,2400,5200,2800
1007,506,2024-12-19,2024-12,14,West,Business,Store,Desk,Furniture,2,35,0,56000,19600,38000,36400,-1600
1008,507,2024-11-04,2024-11,122,South,Business,Online,Storage box,Office Supplies,4,5,0,10400,520,4800,9880,5080
1009,507,2024-11-04,2024-11,122,South,Business,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1010,508,2025-04-04,2025-04,98,Central,Business,Store,Storage box,Office Supplies,5,5,0,13000,650,6000,12350,6350
1011,508,2025-04-04,2025-04,98,Central,Business,Store,Desk,Furniture,4,10,0,112000,11200,76000,100800,24800
1012,508,2025-04-04,2025-04,98,Central,Business,Store,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1013,509,2025-08-21,2025-08,101,East,Consumer,Store,Storage box,Office Supplies,5,5,0,13000,650,6000,12350,6350
1014,509,2025-08-21,2025-08,101,East,Consumer,Store,Chair,Furniture,2,15,0,34000,5100,22000,28900,6900
1015,509,2025-08-21,2025-08,101,East,Consumer,Store,Notebook pack,Office Supplies,1,0,1,1800,0,0,0,0
1016,510,2024-04-10,2024-04,135,South,Business,Online,Keyboard,Technology,3,5,0,19500,975,9600,18525,8925
1017,510,2024-04-10,2024-04,135,South,Business,Online,Monitor,Technology,1,15,0,24000,3600,16000,20400,4400
1018,510,2024-04-10,2024-04,135,South,Business,Online,Chair,Furniture,5,5,0,85000,4250,55000,80750,25750
1019,511,2025-10-15,2025-10,32,West,Business,Online,Notebook pack,Office Supplies,2,10,0,3600,360,1400,3240,1840
1020,512,2025-10-25,2025-10,145,South,Business,Online,Storage box,Office Supplies,2,5,0,5200,260,2400,4940,2540
1021,513,2025-11-07,2025-11,20,South,Consumer,Store,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1022,513,2025-11-07,2025-11,20,South,Consumer,Store,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1023,514,2024-12-06,2024-12,16,South,Consumer,Store,Chair,Furniture,1,35,0,17000,5950,11000,11050,50
1024,514,2024-12-06,2024-12,16,South,Consumer,Store,Keyboard,Technology,2,15,0,13000,1950,6400,11050,4650
1025,515,2025-10-22,2025-10,126,West,Business,Online,Notebook pack,Office Supplies,4,0,0,7200,0,2800,7200,4400
1026,516,2024-04-18,2024-04,114,Central,Consumer,Store,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1027,517,2024-09-13,2024-09,199,South,Consumer,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1028,518,2025-11-11,2025-11,100,South,Consumer,Store,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1029,519,2025-06-11,2025-06,182,South,Consumer,Store,Keyboard,Technology,1,15,0,6500,975,3200,5525,2325
1030,519,2025-06-11,2025-06,182,South,Consumer,Store,Storage box,Office Supplies,4,10,0,10400,1040,4800,9360,4560
1031,520,2025-07-02,2025-07,92,East,Consumer,Store,Monitor,Technology,1,5,0,24000,1200,16000,22800,6800
1032,520,2025-07-02,2025-07,92,East,Consumer,Store,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1033,520,2025-07-02,2025-07,92,East,Consumer,Store,Desk,Furniture,3,5,0,84000,4200,57000,79800,22800
1034,521,2024-02-10,2024-02,99,West,Consumer,Online,Storage box,Office Supplies,1,5,0,2600,130,1200,2470,1270
1035,521,2024-02-10,2024-02,99,West,Consumer,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1036,522,2024-07-16,2024-07,7,West,Consumer,Online,Keyboard,Technology,5,5,0,32500,1625,16000,30875,14875
1037,522,2024-07-16,2024-07,7,West,Consumer,Online,Desk,Furniture,4,0,1,112000,0,0,0,0
1038,523,2024-02-27,2024-02,87,South,Consumer,Online,Desk,Furniture,5,35,0,140000,49000,95000,91000,-4000
1039,523,2024-02-27,2024-02,87,South,Consumer,Online,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1040,524,2024-08-26,2024-08,19,South,Consumer,Online,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1041,524,2024-08-26,2024-08,19,South,Consumer,Online,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1042,524,2024-08-26,2024-08,19,South,Consumer,Online,Desk,Furniture,1,10,0,28000,2800,19000,25200,6200
1043,525,2024-04-09,2024-04,117,East,Consumer,Online,Desk,Furniture,4,5,0,112000,5600,76000,106400,30400
1044,525,2024-04-09,2024-04,117,East,Consumer,Online,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1045,525,2024-04-09,2024-04,117,East,Consumer,Online,Notebook pack,Office Supplies,4,5,0,7200,360,2800,6840,4040
1046,526,2025-12-01,2025-12,148,Central,Consumer,Online,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1047,526,2025-12-01,2025-12,148,Central,Consumer,Online,Desk,Furniture,1,10,0,28000,2800,19000,25200,6200
1048,527,2025-03-01,2025-03,44,South,Business,Store,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1049,527,2025-03-01,2025-03,44,South,Business,Store,Keyboard,Technology,5,10,0,32500,3250,16000,29250,13250
1050,527,2025-03-01,2025-03,44,South,Business,Store,Storage box,Office Supplies,1,10,0,2600,260,1200,2340,1140
1051,528,2024-01-08,2024-01,46,West,Business,Online,Storage box,Office Supplies,4,10,0,10400,1040,4800,9360,4560
1052,528,2024-01-08,2024-01,46,West,Business,Online,Notebook pack,Office Supplies,2,0,0,3600,0,1400,3600,2200
1053,528,2024-01-08,2024-01,46,West,Business,Online,Monitor,Technology,5,10,0,120000,12000,80000,108000,28000
1054,529,2024-06-27,2024-06,157,West,Consumer,Online,Chair,Furniture,3,15,0,51000,7650,33000,43350,10350
1055,529,2024-06-27,2024-06,157,West,Consumer,Online,Keyboard,Technology,5,0,0,32500,0,16000,32500,16500
1056,529,2024-06-27,2024-06,157,West,Consumer,Online,Desk,Furniture,5,0,0,140000,0,95000,140000,45000
1057,530,2025-07-06,2025-07,130,East,Consumer,Online,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1058,530,2025-07-06,2025-07,130,East,Consumer,Online,Chair,Furniture,2,35,0,34000,11900,22000,22100,100
1059,531,2024-06-12,2024-06,172,South,Business,Online,Storage box,Office Supplies,3,5,0,7800,390,3600,7410,3810
1060,532,2024-09-14,2024-09,86,West,Business,Store,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1061,533,2024-01-30,2024-01,125,Central,Business,Online,Chair,Furniture,4,15,0,68000,10200,44000,57800,13800
1062,534,2025-11-24,2025-11,84,South,Consumer,Online,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1063,535,2025-02-26,2025-02,52,Central,Consumer,Store,Desk,Furniture,4,35,1,112000,39200,0,0,0
1064,536,2025-03-22,2025-03,38,East,Consumer,Online,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1065,536,2025-03-22,2025-03,38,East,Consumer,Online,Chair,Furniture,2,15,0,34000,5100,22000,28900,6900
1066,536,2025-03-22,2025-03,38,East,Consumer,Online,Storage box,Office Supplies,2,5,0,5200,260,2400,4940,2540
1067,537,2025-12-09,2025-12,146,East,Consumer,Online,Chair,Furniture,4,35,0,68000,23800,44000,44200,200
1068,537,2025-12-09,2025-12,146,East,Consumer,Online,Desk,Furniture,3,5,0,84000,4200,57000,79800,22800
1069,538,2025-09-10,2025-09,41,South,Consumer,Online,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1070,538,2025-09-10,2025-09,41,South,Consumer,Online,Chair,Furniture,2,35,0,34000,11900,22000,22100,100
1071,538,2025-09-10,2025-09,41,South,Consumer,Online,Desk,Furniture,3,0,0,84000,0,57000,84000,27000
1072,539,2024-09-09,2024-09,64,Central,Business,Store,Notebook pack,Office Supplies,5,0,0,9000,0,3500,9000,5500
1073,539,2024-09-09,2024-09,64,Central,Business,Store,Chair,Furniture,1,25,0,17000,4250,11000,12750,1750
1074,540,2024-02-11,2024-02,121,East,Consumer,Online,Notebook pack,Office Supplies,4,0,0,7200,0,2800,7200,4400
1075,540,2024-02-11,2024-02,121,East,Consumer,Online,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1076,541,2024-01-13,2024-01,178,Central,Consumer,Store,Chair,Furniture,3,10,0,51000,5100,33000,45900,12900
1077,542,2024-04-02,2024-04,5,South,Consumer,Store,Monitor,Technology,5,15,1,120000,18000,0,0,0
1078,542,2024-04-02,2024-04,5,South,Consumer,Store,Chair,Furniture,4,35,0,68000,23800,44000,44200,200
1079,542,2024-04-02,2024-04,5,South,Consumer,Store,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1080,543,2025-01-14,2025-01,161,West,Business,Store,Storage box,Office Supplies,4,5,0,10400,520,4800,9880,5080
1081,543,2025-01-14,2025-01,161,West,Business,Store,Desk,Furniture,3,25,0,84000,21000,57000,63000,6000
1082,543,2025-01-14,2025-01,161,West,Business,Store,Notebook pack,Office Supplies,5,15,0,9000,1350,3500,7650,4150
1083,544,2024-07-31,2024-07,176,East,Consumer,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1084,544,2024-07-31,2024-07,176,East,Consumer,Online,Desk,Furniture,4,0,0,112000,0,76000,112000,36000
1085,544,2024-07-31,2024-07,176,East,Consumer,Online,Storage box,Office Supplies,2,15,0,5200,780,2400,4420,2020
1086,545,2025-07-28,2025-07,182,South,Consumer,Online,Monitor,Technology,2,15,0,48000,7200,32000,40800,8800
1087,546,2025-05-04,2025-05,189,Central,Business,Online,Chair,Furniture,3,25,0,51000,12750,33000,38250,5250
1088,546,2025-05-04,2025-05,189,Central,Business,Online,Monitor,Technology,1,5,0,24000,1200,16000,22800,6800
1089,546,2025-05-04,2025-05,189,Central,Business,Online,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1090,547,2024-05-05,2024-05,121,East,Consumer,Store,Notebook pack,Office Supplies,1,0,0,1800,0,700,1800,1100
1091,547,2024-05-05,2024-05,121,East,Consumer,Store,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1092,548,2024-07-02,2024-07,74,South,Business,Online,Chair,Furniture,3,0,0,51000,0,33000,51000,18000
1093,549,2025-05-23,2025-05,39,Central,Consumer,Online,Storage box,Office Supplies,4,15,0,10400,1560,4800,8840,4040
1094,549,2025-05-23,2025-05,39,Central,Consumer,Online,Desk,Furniture,4,15,0,112000,16800,76000,95200,19200
1095,549,2025-05-23,2025-05,39,Central,Consumer,Online,Monitor,Technology,1,5,0,24000,1200,16000,22800,6800
1096,550,2024-01-23,2024-01,60,West,Business,Store,Notebook pack,Office Supplies,3,10,0,5400,540,2100,4860,2760
1097,550,2024-01-23,2024-01,60,West,Business,Store,Monitor,Technology,5,15,0,120000,18000,80000,102000,22000
1098,551,2024-11-07,2024-11,146,East,Consumer,Online,Chair,Furniture,2,35,0,34000,11900,22000,22100,100
1099,551,2024-11-07,2024-11,146,East,Consumer,Online,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1100,552,2024-10-18,2024-10,117,East,Consumer,Online,Chair,Furniture,2,0,0,34000,0,22000,34000,12000
1101,552,2024-10-18,2024-10,117,East,Consumer,Online,Notebook pack,Office Supplies,2,0,0,3600,0,1400,3600,2200
1102,552,2024-10-18,2024-10,117,East,Consumer,Online,Monitor,Technology,1,5,0,24000,1200,16000,22800,6800
1103,553,2025-03-27,2025-03,67,East,Business,Store,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1104,554,2024-12-18,2024-12,38,East,Consumer,Store,Notebook pack,Office Supplies,5,5,0,9000,450,3500,8550,5050
1105,554,2024-12-18,2024-12,38,East,Consumer,Store,Chair,Furniture,1,25,0,17000,4250,11000,12750,1750
1106,555,2024-05-28,2024-05,118,East,Consumer,Store,Desk,Furniture,5,15,0,140000,21000,95000,119000,24000
1107,556,2024-10-29,2024-10,122,South,Business,Store,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1108,556,2024-10-29,2024-10,122,South,Business,Store,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1109,556,2024-10-29,2024-10,122,South,Business,Store,Keyboard,Technology,1,5,1,6500,325,0,0,0
1110,557,2025-09-24,2025-09,57,East,Business,Store,Desk,Furniture,1,5,0,28000,1400,19000,26600,7600
1111,557,2025-09-24,2025-09,57,East,Business,Store,Monitor,Technology,2,5,0,48000,2400,32000,45600,13600
1112,558,2024-03-26,2024-03,138,Central,Consumer,Store,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1113,558,2024-03-26,2024-03,138,Central,Consumer,Store,Desk,Furniture,5,0,0,140000,0,95000,140000,45000
1114,558,2024-03-26,2024-03,138,Central,Consumer,Store,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1115,559,2025-03-13,2025-03,95,West,Consumer,Store,Desk,Furniture,3,15,0,84000,12600,57000,71400,14400
1116,559,2025-03-13,2025-03,95,West,Consumer,Store,Monitor,Technology,4,15,0,96000,14400,64000,81600,17600
1117,560,2025-03-30,2025-03,190,Central,Business,Store,Monitor,Technology,4,10,0,96000,9600,64000,86400,22400
1118,560,2025-03-30,2025-03,190,Central,Business,Store,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1119,561,2024-11-06,2024-11,122,South,Business,Store,Notebook pack,Office Supplies,4,0,1,7200,0,0,0,0
1120,562,2025-10-16,2025-10,70,West,Business,Store,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1121,563,2024-05-20,2024-05,52,Central,Consumer,Online,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1122,563,2024-05-20,2024-05,52,Central,Consumer,Online,Notebook pack,Office Supplies,3,15,0,5400,810,2100,4590,2490
1123,564,2025-07-26,2025-07,190,Central,Business,Store,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1124,565,2025-10-17,2025-10,163,Central,Business,Store,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1125,566,2025-12-05,2025-12,166,South,Consumer,Online,Desk,Furniture,3,35,0,84000,29400,57000,54600,-2400
1126,567,2024-03-09,2024-03,154,West,Consumer,Store,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1127,567,2024-03-09,2024-03,154,West,Consumer,Store,Notebook pack,Office Supplies,1,5,0,1800,90,700,1710,1010
1128,567,2024-03-09,2024-03,154,West,Consumer,Store,Storage box,Office Supplies,5,0,0,13000,0,6000,13000,7000
1129,568,2024-06-15,2024-06,149,South,Business,Online,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1130,569,2024-02-24,2024-02,70,West,Business,Store,Storage box,Office Supplies,1,5,0,2600,130,1200,2470,1270
1131,569,2024-02-24,2024-02,70,West,Business,Store,Monitor,Technology,1,15,0,24000,3600,16000,20400,4400
1132,570,2025-10-05,2025-10,47,East,Consumer,Online,Chair,Furniture,3,10,0,51000,5100,33000,45900,12900
1133,570,2025-10-05,2025-10,47,East,Consumer,Online,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1134,570,2025-10-05,2025-10,47,East,Consumer,Online,Monitor,Technology,3,0,1,72000,0,0,0,0
1135,571,2025-06-14,2025-06,73,South,Business,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1136,571,2025-06-14,2025-06,73,South,Business,Store,Monitor,Technology,5,0,0,120000,0,80000,120000,40000
1137,572,2025-07-26,2025-07,158,East,Business,Online,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1138,572,2025-07-26,2025-07,158,East,Business,Online,Desk,Furniture,4,15,0,112000,16800,76000,95200,19200
1139,573,2025-01-06,2025-01,36,East,Business,Store,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1140,573,2025-01-06,2025-01,36,East,Business,Store,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1141,573,2025-01-06,2025-01,36,East,Business,Store,Chair,Furniture,2,5,0,34000,1700,22000,32300,10300
1142,574,2024-08-02,2024-08,34,West,Business,Online,Storage box,Office Supplies,1,0,0,2600,0,1200,2600,1400
1143,574,2024-08-02,2024-08,34,West,Business,Online,Desk,Furniture,4,0,0,112000,0,76000,112000,36000
1144,575,2024-02-03,2024-02,169,Central,Business,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1145,575,2024-02-03,2024-02,169,Central,Business,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1146,576,2025-09-08,2025-09,53,East,Business,Online,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1147,577,2024-10-11,2024-10,149,South,Business,Store,Chair,Furniture,5,5,0,85000,4250,55000,80750,25750
1148,577,2024-10-11,2024-10,149,South,Business,Store,Notebook pack,Office Supplies,1,0,0,1800,0,700,1800,1100
1149,578,2024-01-15,2024-01,136,East,Business,Online,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1150,578,2024-01-15,2024-01,136,East,Business,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1151,578,2024-01-15,2024-01,136,East,Business,Online,Storage box,Office Supplies,4,5,0,10400,520,4800,9880,5080
1152,579,2024-07-08,2024-07,113,East,Consumer,Online,Monitor,Technology,4,10,0,96000,9600,64000,86400,22400
1153,580,2024-08-21,2024-08,105,West,Business,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1154,580,2024-08-21,2024-08,105,West,Business,Online,Keyboard,Technology,3,5,0,19500,975,9600,18525,8925
1155,581,2024-02-11,2024-02,22,West,Consumer,Store,Desk,Furniture,3,35,0,84000,29400,57000,54600,-2400
1156,581,2024-02-11,2024-02,22,West,Consumer,Store,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1157,582,2025-02-21,2025-02,75,East,Consumer,Store,Desk,Furniture,4,15,0,112000,16800,76000,95200,19200
1158,583,2025-11-21,2025-11,126,West,Business,Online,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1159,583,2025-11-21,2025-11,126,West,Business,Online,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1160,584,2024-06-21,2024-06,17,Central,Business,Store,Monitor,Technology,2,15,0,48000,7200,32000,40800,8800
1161,585,2025-02-17,2025-02,32,West,Business,Online,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1162,585,2025-02-17,2025-02,32,West,Business,Online,Keyboard,Technology,4,5,0,26000,1300,12800,24700,11900
1163,586,2025-09-09,2025-09,104,South,Business,Store,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1164,586,2025-09-09,2025-09,104,South,Business,Store,Chair,Furniture,4,5,0,68000,3400,44000,64600,20600
1165,586,2025-09-09,2025-09,104,South,Business,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1166,587,2024-02-24,2024-02,18,Central,Consumer,Store,Desk,Furniture,5,15,0,140000,21000,95000,119000,24000
1167,587,2024-02-24,2024-02,18,Central,Consumer,Store,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1168,587,2024-02-24,2024-02,18,Central,Consumer,Store,Keyboard,Technology,5,10,0,32500,3250,16000,29250,13250
1169,588,2024-07-25,2024-07,76,West,Consumer,Store,Notebook pack,Office Supplies,5,5,0,9000,450,3500,8550,5050
1170,588,2024-07-25,2024-07,76,West,Consumer,Store,Monitor,Technology,5,15,1,120000,18000,0,0,0
1171,589,2024-02-02,2024-02,111,West,Consumer,Online,Keyboard,Technology,4,10,0,26000,2600,12800,23400,10600
1172,589,2024-02-02,2024-02,111,West,Consumer,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1173,590,2024-11-06,2024-11,181,South,Consumer,Online,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1174,590,2024-11-06,2024-11,181,South,Consumer,Online,Chair,Furniture,1,35,0,17000,5950,11000,11050,50
1175,591,2025-12-02,2025-12,139,East,Consumer,Store,Notebook pack,Office Supplies,5,0,0,9000,0,3500,9000,5500
1176,591,2025-12-02,2025-12,139,East,Consumer,Store,Chair,Furniture,4,25,0,68000,17000,44000,51000,7000
1177,592,2024-12-27,2024-12,197,South,Business,Store,Desk,Furniture,5,0,0,140000,0,95000,140000,45000
1178,592,2024-12-27,2024-12,197,South,Business,Store,Storage box,Office Supplies,3,5,0,7800,390,3600,7410,3810
1179,593,2025-08-20,2025-08,7,West,Consumer,Store,Desk,Furniture,3,15,0,84000,12600,57000,71400,14400
1180,593,2025-08-20,2025-08,7,West,Consumer,Store,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1181,594,2025-10-25,2025-10,80,East,Consumer,Online,Desk,Furniture,3,0,1,84000,0,0,0,0
1182,594,2025-10-25,2025-10,80,East,Consumer,Online,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1183,594,2025-10-25,2025-10,80,East,Consumer,Online,Storage box,Office Supplies,4,15,0,10400,1560,4800,8840,4040
1184,595,2025-03-07,2025-03,69,West,Business,Online,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1185,595,2025-03-07,2025-03,69,West,Business,Online,Notebook pack,Office Supplies,3,15,0,5400,810,2100,4590,2490
1186,595,2025-03-07,2025-03,69,West,Business,Online,Desk,Furniture,4,0,0,112000,0,76000,112000,36000
1187,596,2024-07-29,2024-07,87,South,Consumer,Store,Storage box,Office Supplies,5,5,0,13000,650,6000,12350,6350
1188,596,2024-07-29,2024-07,87,South,Consumer,Store,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1189,596,2024-07-29,2024-07,87,South,Consumer,Store,Chair,Furniture,1,5,0,17000,850,11000,16150,5150
1190,597,2024-02-18,2024-02,77,Central,Consumer,Store,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
1191,598,2024-12-10,2024-12,70,West,Business,Online,Notebook pack,Office Supplies,2,5,0,3600,180,1400,3420,2020
1192,598,2024-12-10,2024-12,70,West,Business,Online,Keyboard,Technology,3,15,0,19500,2925,9600,16575,6975
1193,598,2024-12-10,2024-12,70,West,Business,Online,Storage box,Office Supplies,4,15,0,10400,1560,4800,8840,4040
1194,599,2025-02-28,2025-02,103,West,Business,Store,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
1195,599,2025-02-28,2025-02,103,West,Business,Store,Keyboard,Technology,5,10,0,32500,3250,16000,29250,13250
1196,599,2025-02-28,2025-02,103,West,Business,Store,Chair,Furniture,4,10,0,68000,6800,44000,61200,17200
1197,600,2025-06-29,2025-06,158,East,Business,Store,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1198,600,2025-06-29,2025-06,158,East,Business,Store,Desk,Furniture,2,10,0,56000,5600,38000,50400,12400
1199,600,2025-06-29,2025-06,158,East,Business,Store,Chair,Furniture,4,15,0,68000,10200,44000,57800,13800
1200,601,2024-03-06,2024-03,163,Central,Business,Online,Monitor,Technology,2,5,0,48000,2400,32000,45600,13600
1201,601,2024-03-06,2024-03,163,Central,Business,Online,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1202,602,2024-06-02,2024-06,50,East,Business,Online,Monitor,Technology,4,10,0,96000,9600,64000,86400,22400
1203,603,2025-03-22,2025-03,109,South,Business,Online,Chair,Furniture,3,0,1,51000,0,0,0,0
1204,604,2024-10-11,2024-10,169,Central,Business,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1205,604,2024-10-11,2024-10,169,Central,Business,Online,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1206,604,2024-10-11,2024-10,169,Central,Business,Online,Storage box,Office Supplies,4,5,0,10400,520,4800,9880,5080
1207,605,2024-04-02,2024-04,102,East,Consumer,Online,Desk,Furniture,5,0,0,140000,0,95000,140000,45000
1208,606,2025-08-17,2025-08,199,South,Consumer,Store,Desk,Furniture,5,0,0,140000,0,95000,140000,45000
1209,606,2025-08-17,2025-08,199,South,Consumer,Store,Chair,Furniture,3,15,0,51000,7650,33000,43350,10350
1210,607,2025-02-03,2025-02,192,West,Business,Online,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1211,607,2025-02-03,2025-02,192,West,Business,Online,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1212,608,2025-08-26,2025-08,15,East,Consumer,Store,Monitor,Technology,5,10,0,120000,12000,80000,108000,28000
1213,608,2025-08-26,2025-08,15,East,Consumer,Store,Desk,Furniture,2,10,0,56000,5600,38000,50400,12400
1214,608,2025-08-26,2025-08,15,East,Consumer,Store,Storage box,Office Supplies,2,5,0,5200,260,2400,4940,2540
1215,609,2025-01-11,2025-01,79,East,Consumer,Online,Notebook pack,Office Supplies,2,5,0,3600,180,1400,3420,2020
1216,609,2025-01-11,2025-01,79,East,Consumer,Online,Desk,Furniture,3,15,0,84000,12600,57000,71400,14400
1217,609,2025-01-11,2025-01,79,East,Consumer,Online,Storage box,Office Supplies,1,15,0,2600,390,1200,2210,1010
1218,610,2025-03-29,2025-03,100,South,Consumer,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1219,610,2025-03-29,2025-03,100,South,Consumer,Online,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1220,611,2025-10-21,2025-10,105,West,Business,Online,Desk,Furniture,4,25,0,112000,28000,76000,84000,8000
1221,611,2025-10-21,2025-10,105,West,Business,Online,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1222,612,2024-04-12,2024-04,42,Central,Consumer,Store,Desk,Furniture,5,15,0,140000,21000,95000,119000,24000
